assembly	accession	serotype	segment	host	db_xref
GCA_038264835.1	CY110758	H3N2	3	human; gender F; age Adult	taxon:1150838
GCA_038264835.1	CY110759	H3N2	4	human; gender F; age Adult	taxon:1150838
GCA_038264835.1	CY110760	H3N2	5	human; gender F; age Adult	taxon:1150838
GCA_038264835.1	CY110761	H3N2	6	human; gender F; age Adult	taxon:1150838
GCA_038264835.1	CY110762	H3N2	7	human; gender F; age Adult	taxon:1150838
GCA_038264835.1	CY110763	H3N2	8	human; gender F; age Adult	taxon:1150838
GCA_037920075.1	CY180387	H5N2	1	blue-winged teal	taxon:1445239
GCA_037920075.1	CY180386	H5N2	2	blue-winged teal	taxon:1445239
GCA_037920075.1	CY180385	H5N2	3	blue-winged teal	taxon:1445239
GCA_037920075.1	CY180380	H5N2	4	blue-winged teal	taxon:1445239
GCA_037920075.1	CY180383	H5N2	5	blue-winged teal	taxon:1445239
GCA_037920075.1	CY180382	H5N2	6	blue-winged teal	taxon:1445239
GCA_037920075.1	CY180381	H5N2	7	blue-winged teal	taxon:1445239
GCA_037920075.1	CY180384	H5N2	8	blue-winged teal	taxon:1445239
GCA_037920205.1	CY180411	H6N1	1	blue-winged teal	taxon:1445299
GCA_037920205.1	CY180410	H6N1	2	blue-winged teal	taxon:1445299
GCA_037920205.1	CY180409	H6N1	3	blue-winged teal	taxon:1445299
GCA_037920205.1	CY180404	H6N1	4	blue-winged teal	taxon:1445299
GCA_037920205.1	CY180407	H6N1	5	blue-winged teal	taxon:1445299
GCA_037920205.1	CY180406	H6N1	6	blue-winged teal	taxon:1445299
GCA_037920205.1	CY180405	H6N1	7	blue-winged teal	taxon:1445299
GCA_037920205.1	CY180408	H6N1	8	blue-winged teal	taxon:1445299
GCA_038261805.1	CY008411	H3N2	1	human	taxon:353466
GCA_038261805.1	CY008410	H3N2	2	human	taxon:353466
GCA_038261805.1	CY008409	H3N2	3	human	taxon:353466
GCA_038261805.1	CY008404	H3N2	4	human	taxon:353466
GCA_038261805.1	CY008407	H3N2	5	human	taxon:353466
GCA_038261805.1	CY008406	H3N2	6	human	taxon:353466
GCA_038261805.1	CY008405	H3N2	7	human	taxon:353466
GCA_038261805.1	CY008408	H3N2	8	human	taxon:353466
GCA_038160985.1	KC737981	H3N2	1	Homo sapiens; female; 1 years	taxon:1301965
GCA_038160985.1	KC738249	H3N2	2	Homo sapiens; female; 1 years	taxon:1301965
GCA_038160985.1	KC738519	H3N2	3	Homo sapiens; female; 1 years	taxon:1301965
GCA_038160985.1	KC738675	H3N2	4	Homo sapiens; female; 1 years	taxon:1301965
GCA_038160985.1	KC738933	H3N2	5	Homo sapiens; female; 1 years	taxon:1301965
GCA_038160985.1	KC739129	H3N2	6	Homo sapiens; female; 1 years	taxon:1301965
GCA_038160985.1	KC739399	H3N2	7	Homo sapiens; female; 1 years	taxon:1301965
GCA_038160985.1	KC739665	H3N2	8	Homo sapiens; female; 1 years	taxon:1301965
GCA_038159415.1	CY116312	H3N2	1	swine	taxon:1176119
GCA_038159415.1	CY116313	H3N2	2	swine	taxon:1176119
GCA_038159415.1	CY116314	H3N2	3	swine	taxon:1176119
GCA_038159415.1	CY116315	H3N2	4	swine	taxon:1176119
GCA_038159415.1	CY116316	H3N2	5	swine	taxon:1176119
GCA_038159415.1	CY116317	H3N2	6	swine	taxon:1176119
GCA_038159415.1	CY116318	H3N2	7	swine	taxon:1176119
GCA_038159415.1	CY116319	H3N2	8	swine	taxon:1176119
GCA_037932635.1	KC737967	H3N2	1	Homo sapiens; female; 2 years	taxon:1302091
GCA_037932635.1	KC738235	H3N2	2	Homo sapiens; female; 2 years	taxon:1302091
GCA_037932635.1	KC738505	H3N2	3	Homo sapiens; female; 2 years	taxon:1302091
GCA_037932635.1	KC738661	H3N2	4	Homo sapiens; female; 2 years	taxon:1302091
GCA_037932635.1	KC738927	H3N2	5	Homo sapiens; female; 2 years	taxon:1302091
GCA_037932635.1	KC739115	H3N2	6	Homo sapiens; female; 2 years	taxon:1302091
GCA_037932635.1	KC739385	H3N2	7	Homo sapiens; female; 2 years	taxon:1302091
GCA_037932635.1	KC739651	H3N2	8	Homo sapiens; female; 2 years	taxon:1302091
GCA_037932755.1	CY014771	H6N6	1	Avian	taxon:402488
GCA_037932755.1	CY014770	H6N6	2	Avian	taxon:402488
GCA_037932755.1	CY014769	H6N6	3	Avian	taxon:402488
GCA_037932755.1	CY014764	H6N6	4	Avian	taxon:402488
GCA_037932755.1	CY014767	H6N6	5	Avian	taxon:402488
GCA_037932755.1	CY014766	H6N6	6	Avian	taxon:402488
GCA_037932755.1	CY014765	H6N6	7	Avian	taxon:402488
GCA_037932755.1	CY014768	H6N6	8	Avian	taxon:402488
GCA_037929285.1	CY181288	H3N2	1	blue-winged teal	taxon:1445101
GCA_037929285.1	CY181287	H3N2	2	blue-winged teal	taxon:1445101
GCA_037929285.1	CY181286	H3N2	3	blue-winged teal	taxon:1445101
GCA_037929285.1	CY181281	H3N2	4	blue-winged teal	taxon:1445101
GCA_037929285.1	CY181284	H3N2	5	blue-winged teal	taxon:1445101
GCA_037929285.1	CY181283	H3N2	6	blue-winged teal	taxon:1445101
GCA_037929285.1	CY181282	H3N2	7	blue-winged teal	taxon:1445101
GCA_037929285.1	CY181285	H3N2	8	blue-winged teal	taxon:1445101
GCA_037925675.1	CY084574	H1N1	1	swine	taxon:991462
GCA_037925675.1	CY084575	H1N1	2	swine	taxon:991462
GCA_037925675.1	CY084576	H1N1	3	swine	taxon:991462
GCA_037925675.1	CY084577	H1N1	4	swine	taxon:991462
GCA_037925675.1	CY084578	H1N1	5	swine	taxon:991462
GCA_037925675.1	CY084579	H1N1	6	swine	taxon:991462
GCA_037925675.1	CY084580	H1N1	7	swine	taxon:991462
GCA_037925675.1	CY084581	H1N1	8	swine	taxon:991462
GCA_037925475.1	CY084542	H1N1	1	swine	taxon:991160
GCA_037925475.1	CY084543	H1N1	2	swine	taxon:991160
GCA_037925475.1	CY084544	H1N1	3	swine	taxon:991160
GCA_037925475.1	CY084545	H1N1	4	swine	taxon:991160
GCA_037925475.1	CY084546	H1N1	5	swine	taxon:991160
GCA_037925475.1	CY084547	H1N1	6	swine	taxon:991160
GCA_037925475.1	CY084548	H1N1	7	swine	taxon:991160
GCA_037925475.1	CY084549	H1N1	8	swine	taxon:991160
GCA_037925065.1	CY084486	H1N1	1	swine	taxon:991339
GCA_037925065.1	CY084487	H1N1	2	swine	taxon:991339
GCA_037925065.1	CY084488	H1N1	3	swine	taxon:991339
GCA_037925065.1	CY084489	H1N1	4	swine	taxon:991339
GCA_037925065.1	CY084490	H1N1	5	swine	taxon:991339
GCA_037925065.1	CY084491	H1N1	6	swine	taxon:991339
GCA_037925065.1	CY084492	H1N1	7	swine	taxon:991339
GCA_037925065.1	CY084493	H1N1	8	swine	taxon:991339
GCA_037925225.1	CY084510	H1N1	1	swine	taxon:991154
GCA_037925225.1	CY084511	H1N1	2	swine	taxon:991154
GCA_037925225.1	CY084512	H1N1	3	swine	taxon:991154
GCA_037925225.1	CY084513	H1N1	4	swine	taxon:991154
GCA_037925225.1	CY084514	H1N1	5	swine	taxon:991154
GCA_037925225.1	CY084515	H1N1	6	swine	taxon:991154
GCA_037925225.1	CY084516	H1N1	7	swine	taxon:991154
GCA_037925225.1	CY084517	H1N1	8	swine	taxon:991154
GCA_038257645.1	HQ200559	H5N1	1	chicken	taxon:880929
GCA_038257645.1	HQ200558	H5N1	2	chicken	taxon:880929
GCA_038257645.1	HQ200557	H5N1	3	chicken	taxon:880929
GCA_038257645.1	HQ200554	H5N1	4	chicken	taxon:880929
GCA_038257645.1	HQ200556	H5N1	5	chicken	taxon:880929
GCA_038257645.1	HQ200555	H5N1	6	chicken	taxon:880929
GCA_038257645.1	HQ200560	H5N1	7	chicken	taxon:880929
GCA_038257645.1	HQ200561	H5N1	8	chicken	taxon:880929
GCA_038257915.1	CY039190	H3N2	1	Human	taxon:586186
GCA_038257915.1	CY039189	H3N2	2	Human	taxon:586186
GCA_038257915.1	CY039188	H3N2	3	Human	taxon:586186
GCA_038257915.1	CY039183	H3N2	4	Human	taxon:586186
GCA_038257915.1	CY039186	H3N2	5	Human	taxon:586186
GCA_038257915.1	CY039185	H3N2	6	Human	taxon:586186
GCA_038257915.1	CY039184	H3N2	7	Human	taxon:586186
GCA_038257915.1	CY039187	H3N2	8	Human	taxon:586186
GCA_037932135.1	CY180875	H3N8	1	blue-winged teal	taxon:1445143
GCA_037932135.1	CY180874	H3N8	2	blue-winged teal	taxon:1445143
GCA_037932135.1	CY180873	H3N8	3	blue-winged teal	taxon:1445143
GCA_037932135.1	CY180868	H3N8	4	blue-winged teal	taxon:1445143
GCA_037932135.1	CY180871	H3N8	5	blue-winged teal	taxon:1445143
GCA_037932135.1	CY180870	H3N8	6	blue-winged teal	taxon:1445143
GCA_037932135.1	CY180869	H3N8	7	blue-winged teal	taxon:1445143
GCA_037932135.1	CY180872	H3N8	8	blue-winged teal	taxon:1445143
GCA_038256915.1	CY091012	H3N2	1	human; gender M; age 21Y	taxon:1004614
GCA_038256915.1	CY091011	H3N2	2	human; gender M; age 21Y	taxon:1004614
GCA_038256915.1	CY091010	H3N2	3	human; gender M; age 21Y	taxon:1004614
GCA_038256915.1	CY091005	H3N2	4	human; gender M; age 21Y	taxon:1004614
GCA_038256915.1	CY091008	H3N2	5	human; gender M; age 21Y	taxon:1004614
GCA_038256915.1	CY091007	H3N2	6	human; gender M; age 21Y	taxon:1004614
GCA_038256915.1	CY091006	H3N2	7	human; gender M; age 21Y	taxon:1004614
GCA_038256915.1	CY091009	H3N2	8	human; gender M; age 21Y	taxon:1004614
GCA_038256415.1	CY031123	H7N2	1	Chicken	taxon:490412
GCA_038256415.1	CY031122	H7N2	2	Chicken	taxon:490412
GCA_038256415.1	CY031121	H7N2	3	Chicken	taxon:490412
GCA_038256415.1	CY031116	H7N2	4	Chicken	taxon:490412
GCA_038256415.1	CY031119	H7N2	5	Chicken	taxon:490412
GCA_038256415.1	CY031118	H7N2	6	Chicken	taxon:490412
GCA_038256415.1	CY031117	H7N2	7	Chicken	taxon:490412
GCA_038256415.1	CY031120	H7N2	8	Chicken	taxon:490412
GCA_038256255.1	CY100369	H3N2	1	human	taxon:1101435
GCA_038256255.1	CY100370	H3N2	2	human	taxon:1101435
GCA_038256255.1	CY100371	H3N2	3	human	taxon:1101435
GCA_038256255.1	CY100372	H3N2	4	human	taxon:1101435
GCA_038256255.1	CY100373	H3N2	5	human	taxon:1101435
GCA_038256255.1	CY100374	H3N2	6	human	taxon:1101435
GCA_038256255.1	CY100375	H3N2	7	human	taxon:1101435
GCA_038256255.1	CY100376	H3N2	8	human	taxon:1101435
GCA_038255655.1	CY031706	H7N2	1	Chicken	taxon:490404
GCA_038255655.1	CY031705	H7N2	2	Chicken	taxon:490404
GCA_038255655.1	CY031704	H7N2	3	Chicken	taxon:490404
GCA_038255655.1	CY031699	H7N2	4	Chicken	taxon:490404
GCA_038255655.1	CY031702	H7N2	5	Chicken	taxon:490404
GCA_038255655.1	CY031701	H7N2	6	Chicken	taxon:490404
GCA_038255655.1	CY031700	H7N2	7	Chicken	taxon:490404
GCA_038255655.1	CY031703	H7N2	8	Chicken	taxon:490404
GCA_038255775.1	CY034317	H7N2	1	Chicken	taxon:490406
GCA_038255775.1	CY034316	H7N2	2	Chicken	taxon:490406
GCA_038255775.1	CY034315	H7N2	3	Chicken	taxon:490406
GCA_038255775.1	CY034310	H7N2	4	Chicken	taxon:490406
GCA_038255775.1	CY034313	H7N2	5	Chicken	taxon:490406
GCA_038255775.1	CY034312	H7N2	6	Chicken	taxon:490406
GCA_038255775.1	CY034311	H7N2	7	Chicken	taxon:490406
GCA_038255775.1	CY034314	H7N2	8	Chicken	taxon:490406
GCA_037918955.1	CY030990	H5N2	1	turkey	taxon:511839
GCA_037918955.1	CY030991	H5N2	2	turkey	taxon:511839
GCA_037918955.1	CY030992	H5N2	3	turkey	taxon:511839
GCA_037918955.1	CY030993	H5N2	4	turkey	taxon:511839
GCA_037918955.1	CY030994	H5N2	5	turkey	taxon:511839
GCA_037918955.1	CY030995	H5N2	6	turkey	taxon:511839
GCA_037918955.1	CY030996	H5N2	7	turkey	taxon:511839
GCA_037918955.1	CY030997	H5N2	8	turkey	taxon:511839
GCA_037920655.1	CY022076	H1N1	1	Swine	taxon:437341
GCA_037920655.1	CY022075	H1N1	2	Swine	taxon:437341
GCA_037920655.1	CY022074	H1N1	3	Swine	taxon:437341
GCA_037920655.1	CY022069	H1N1	4	Swine	taxon:437341
GCA_037920655.1	CY022072	H1N1	5	Swine	taxon:437341
GCA_037920655.1	CY022071	H1N1	6	Swine	taxon:437341
GCA_037920655.1	CY022070	H1N1	7	Swine	taxon:437341
GCA_037920655.1	CY022073	H1N1	8	Swine	taxon:437341
GCA_038252045.1	CY022748	H3N2	1	Mallard	taxon:437420
GCA_038252045.1	CY022747	H3N2	2	Mallard	taxon:437420
GCA_038252045.1	CY022746	H3N2	3	Mallard	taxon:437420
GCA_038252045.1	CY022741	H3N2	4	Mallard	taxon:437420
GCA_038252045.1	CY022744	H3N2	5	Mallard	taxon:437420
GCA_038252045.1	CY022743	H3N2	6	Mallard	taxon:437420
GCA_038252045.1	CY022742	H3N2	7	Mallard	taxon:437420
GCA_038252045.1	CY022745	H3N2	8	Mallard	taxon:437420
GCA_038255125.1	MF673332	H9N2	1	chicken	taxon:2027239
GCA_038255125.1	MF673333	H9N2	2	chicken	taxon:2027239
GCA_038255125.1	MF673334	H9N2	3	chicken	taxon:2027239
GCA_038255125.1	MF673335	H9N2	4	chicken	taxon:2027239
GCA_038255125.1	MF673336	H9N2	5	chicken	taxon:2027239
GCA_038255125.1	MF673337	H9N2	6	chicken	taxon:2027239
GCA_038255125.1	MF673338	H9N2	7	chicken	taxon:2027239
GCA_038255125.1	MF673339	H9N2	8	chicken	taxon:2027239
GCA_038273375.1	CY103014	H7N3	1	shorebird	taxon:519819
GCA_038273375.1	CY103013	H7N3	2	shorebird	taxon:519819
GCA_038273375.1	CY103012	H7N3	3	shorebird	taxon:519819
GCA_038273375.1	CY103007	H7N3	4	shorebird	taxon:519819
GCA_038273375.1	CY103010	H7N3	5	shorebird	taxon:519819
GCA_038273375.1	CY103009	H7N3	6	shorebird	taxon:519819
GCA_038273375.1	CY103008	H7N3	7	shorebird	taxon:519819
GCA_038273375.1	CY103011	H7N3	8	shorebird	taxon:519819
GCA_037915045.1	CY045747	H1N1	1	Swine	taxon:671163
GCA_037915045.1	CY045746	H1N1	2	Swine	taxon:671163
GCA_037915045.1	CY045745	H1N1	3	Swine	taxon:671163
GCA_037915045.1	CY045740	H1N1	4	Swine	taxon:671163
GCA_037915045.1	CY045743	H1N1	5	Swine	taxon:671163
GCA_037915045.1	CY045742	H1N1	6	Swine	taxon:671163
GCA_037915045.1	CY045741	H1N1	7	Swine	taxon:671163
GCA_037915045.1	CY045744	H1N1	8	Swine	taxon:671163
GCA_038254905.1	CY095259	H6N2	1	Duck	taxon:638312
GCA_038254905.1	CY095258	H6N2	2	Duck	taxon:638312
GCA_038254905.1	CY095257	H6N2	3	Duck	taxon:638312
GCA_038254905.1	CY095252	H6N2	4	Duck	taxon:638312
GCA_038254905.1	CY095255	H6N2	5	Duck	taxon:638312
GCA_038254905.1	CY095254	H6N2	6	Duck	taxon:638312
GCA_038254905.1	CY095253	H6N2	7	Duck	taxon:638312
GCA_038254905.1	CY095256	H6N2	8	Duck	taxon:638312
GCA_038272885.1	CY043927	H1N1	1	Shorebird	taxon:1283500
GCA_038272885.1	CY043926	H1N1	2	Shorebird	taxon:1283500
GCA_038272885.1	CY043925	H1N1	3	Shorebird	taxon:1283500
GCA_038272885.1	CY043920	H1N1	4	Shorebird	taxon:1283500
GCA_038272885.1	CY043923	H1N1	5	Shorebird	taxon:1283500
GCA_038272885.1	CY043922	H1N1	6	Shorebird	taxon:1283500
GCA_038272885.1	CY043921	H1N1	7	Shorebird	taxon:1283500
GCA_038272885.1	CY043924	H1N1	8	Shorebird	taxon:1283500
GCA_038273095.1	CY102982	H7N3	1	ruddy turnstone	taxon:1093528
GCA_038273095.1	CY102981	H7N3	2	ruddy turnstone	taxon:1093528
GCA_038273095.1	CY102980	H7N3	3	ruddy turnstone	taxon:1093528
GCA_038273095.1	CY102975	H7N3	4	ruddy turnstone	taxon:1093528
GCA_038273095.1	CY102978	H7N3	5	ruddy turnstone	taxon:1093528
GCA_038273095.1	CY102977	H7N3	6	ruddy turnstone	taxon:1093528
GCA_038273095.1	CY102976	H7N3	7	ruddy turnstone	taxon:1093528
GCA_038273095.1	CY102979	H7N3	8	ruddy turnstone	taxon:1093528
GCA_038239335.1	CY118777	H3N2	1	human	taxon:1054717
GCA_038239335.1	CY118776	H3N2	2	human	taxon:1054717
GCA_038239335.1	CY118775	H3N2	3	human	taxon:1054717
GCA_038239335.1	CY118770	H3N2	4	human	taxon:1054717
GCA_038239335.1	CY118773	H3N2	5	human	taxon:1054717
GCA_038239335.1	CY118772	H3N2	6	human	taxon:1054717
GCA_038239335.1	CY118771	H3N2	7	human	taxon:1054717
GCA_038239335.1	CY118774	H3N2	8	human	taxon:1054717
GCA_038239225.1	CY100345	H3N2	1	human	taxon:1101432
GCA_038239225.1	CY100346	H3N2	2	human	taxon:1101432
GCA_038239225.1	CY100347	H3N2	3	human	taxon:1101432
GCA_038239225.1	CY100348	H3N2	4	human	taxon:1101432
GCA_038239225.1	CY100349	H3N2	5	human	taxon:1101432
GCA_038239225.1	CY100350	H3N2	6	human	taxon:1101432
GCA_038239225.1	CY100351	H3N2	7	human	taxon:1101432
GCA_038239225.1	CY100352	H3N2	8	human	taxon:1101432
GCA_037940615.1	CY178598	H4N6	1	blue-winged teal	taxon:1406641
GCA_037940615.1	CY178597	H4N6	2	blue-winged teal	taxon:1406641
GCA_037940615.1	CY178596	H4N6	3	blue-winged teal	taxon:1406641
GCA_037940615.1	CY178591	H4N6	4	blue-winged teal	taxon:1406641
GCA_037940615.1	CY178594	H4N6	5	blue-winged teal	taxon:1406641
GCA_037940615.1	CY178593	H4N6	6	blue-winged teal	taxon:1406641
GCA_037940615.1	CY178592	H4N6	7	blue-winged teal	taxon:1406641
GCA_037940615.1	CY178595	H4N6	8	blue-winged teal	taxon:1406641
GCA_038266615.1	CY017050	H5N1	1	Swan	taxon:400262
GCA_038266615.1	CY017049	H5N1	2	Swan	taxon:400262
GCA_038266615.1	CY017048	H5N1	3	Swan	taxon:400262
GCA_038266615.1	CY017043	H5N1	4	Swan	taxon:400262
GCA_038266615.1	CY017046	H5N1	5	Swan	taxon:400262
GCA_038266615.1	CY017045	H5N1	6	Swan	taxon:400262
GCA_038266615.1	CY017044	H5N1	7	Swan	taxon:400262
GCA_038266615.1	CY017047	H5N1	8	Swan	taxon:400262
GCA_038267525.1	GQ257403	H7N7	1	ruddy turnstone	taxon:652009
GCA_038267525.1	GQ257402	H7N7	2	ruddy turnstone	taxon:652009
GCA_038267525.1	GQ257401	H7N7	3	ruddy turnstone	taxon:652009
GCA_038267525.1	GQ257396	H7N7	4	ruddy turnstone	taxon:652009
GCA_038267525.1	GQ257399	H7N7	5	ruddy turnstone	taxon:652009
GCA_038267525.1	GQ257398	H7N7	6	ruddy turnstone	taxon:652009
GCA_038267525.1	GQ257397	H7N7	7	ruddy turnstone	taxon:652009
GCA_038267525.1	GQ257400	H7N7	8	ruddy turnstone	taxon:652009
GCA_038238615.1	CY038622	H3N2	1	Human	taxon:586158
GCA_038238615.1	CY038621	H3N2	2	Human	taxon:586158
GCA_038238615.1	CY038620	H3N2	3	Human	taxon:586158
GCA_038238615.1	CY038615	H3N2	4	Human	taxon:586158
GCA_038238615.1	CY038618	H3N2	5	Human	taxon:586158
GCA_038238615.1	CY038617	H3N2	6	Human	taxon:586158
GCA_038238615.1	CY038616	H3N2	7	Human	taxon:586158
GCA_038238615.1	CY038619	H3N2	8	Human	taxon:586158
GCA_038265995.1	CY036042	H5N1	1	peregrine falcon	taxon:573964
GCA_038265995.1	CY036043	H5N1	2	peregrine falcon	taxon:573964
GCA_038265995.1	CY036044	H5N1	3	peregrine falcon	taxon:573964
GCA_038265995.1	CY036045	H5N1	4	peregrine falcon	taxon:573964
GCA_038265995.1	CY036046	H5N1	5	peregrine falcon	taxon:573964
GCA_038265995.1	CY036047	H5N1	6	peregrine falcon	taxon:573964
GCA_038265995.1	CY036048	H5N1	7	peregrine falcon	taxon:573964
GCA_038265995.1	CY036049	H5N1	8	peregrine falcon	taxon:573964
GCA_038259625.1	CY102848	H3N6	1	shorebird	taxon:1093373
GCA_038259625.1	CY102847	H3N6	2	shorebird	taxon:1093373
GCA_038259625.1	CY102846	H3N6	3	shorebird	taxon:1093373
GCA_038259625.1	CY102841	H3N6	4	shorebird	taxon:1093373
GCA_038259625.1	CY102844	H3N6	5	shorebird	taxon:1093373
GCA_038259625.1	CY102843	H3N6	6	shorebird	taxon:1093373
GCA_038259625.1	CY102842	H3N6	7	shorebird	taxon:1093373
GCA_038259625.1	CY102845	H3N6	8	shorebird	taxon:1093373
GCA_038259645.1	CY102864	H3N8	1	shorebird	taxon:1093452
GCA_038259645.1	CY102863	H3N8	2	shorebird	taxon:1093452
GCA_038259645.1	CY102862	H3N8	3	shorebird	taxon:1093452
GCA_038259645.1	CY102857	H3N8	4	shorebird	taxon:1093452
GCA_038259645.1	CY102860	H3N8	5	shorebird	taxon:1093452
GCA_038259645.1	CY102859	H3N8	6	shorebird	taxon:1093452
GCA_038259645.1	CY102858	H3N8	7	shorebird	taxon:1093452
GCA_038259645.1	CY102861	H3N8	8	shorebird	taxon:1093452
GCA_038262285.1	CY016187	H3N8	1	Pintail	taxon:370227
GCA_038262285.1	CY016186	H3N8	2	Pintail	taxon:370227
GCA_038262285.1	CY016185	H3N8	3	Pintail	taxon:370227
GCA_038262285.1	CY016180	H3N8	4	Pintail	taxon:370227
GCA_038262285.1	CY016183	H3N8	5	Pintail	taxon:370227
GCA_038262285.1	CY016182	H3N8	6	Pintail	taxon:370227
GCA_038262285.1	CY016181	H3N8	7	Pintail	taxon:370227
GCA_038262285.1	CY016184	H3N8	8	Pintail	taxon:370227
GCA_038225845.1	HM145673	H6N2	1	mallard	taxon:759546
GCA_038225845.1	HM145504	H6N2	2	mallard	taxon:759546
GCA_038225845.1	HM145335	H6N2	3	mallard	taxon:759546
GCA_038225845.1	HM144489	H6N2	4	mallard	taxon:759546
GCA_038225845.1	HM145166	H6N2	5	mallard	taxon:759546
GCA_038225845.1	HM144659	H6N2	6	mallard	taxon:759546
GCA_038225845.1	HM144828	H6N2	7	mallard	taxon:759546
GCA_038225845.1	HM144997	H6N2	8	mallard	taxon:759546
GCA_038225925.1	HM145719	H6N5	1	mallard	taxon:759434
GCA_038225925.1	HM145550	H6N5	2	mallard	taxon:759434
GCA_038225925.1	HM145381	H6N5	3	mallard	taxon:759434
GCA_038225925.1	HM144535	H6N5	4	mallard	taxon:759434
GCA_038225925.1	HM145212	H6N5	5	mallard	taxon:759434
GCA_038225925.1	HM144705	H6N5	6	mallard	taxon:759434
GCA_038225925.1	HM144874	H6N5	7	mallard	taxon:759434
GCA_038225925.1	HM145043	H6N5	8	mallard	taxon:759434
GCA_038249985.1	HM440066	H5N1	1	swine	taxon:792663
GCA_038249985.1	HM440065	H5N1	2	swine	taxon:792663
GCA_038249985.1	HM440064	H5N1	3	swine	taxon:792663
GCA_038249985.1	HM440059	H5N1	4	swine	taxon:792663
GCA_038249985.1	HM440062	H5N1	5	swine	taxon:792663
GCA_038249985.1	HM440061	H5N1	6	swine	taxon:792663
GCA_038249985.1	HM440060	H5N1	7	swine	taxon:792663
GCA_038249985.1	HM440063	H5N1	8	swine	taxon:792663
GCA_038251355.1	AB600246	H1N2	1	Sus scrofa domesticus	taxon:926442
GCA_038251355.1	AB600564	H1N2	2	Sus scrofa domesticus	taxon:926442
GCA_038251355.1	AB600848	H1N2	3	Sus scrofa domesticus	taxon:926442
GCA_038251355.1	AB600853	H1N2	4	Sus scrofa domesticus	taxon:926442
GCA_038251355.1	AB600858	H1N2	5	Sus scrofa domesticus	taxon:926442
GCA_038251355.1	AB600863	H1N2	6	Sus scrofa domesticus	taxon:926442
GCA_038251355.1	AB600868	H1N2	7	Sus scrofa domesticus	taxon:926442
GCA_038251355.1	AB600947	H1N2	8	Sus scrofa domesticus	taxon:926442
GCA_038217025.1	CY104789	H1N1	1	human; gender F; age 3Y	taxon:1052289
GCA_038217025.1	CY104788	H1N1	2	human; gender F; age 3Y	taxon:1052289
GCA_038217025.1	CY104787	H1N1	3	human; gender F; age 3Y	taxon:1052289
GCA_038217025.1	CY104782	H1N1	4	human; gender F; age 3Y	taxon:1052289
GCA_038217025.1	CY104785	H1N1	5	human; gender F; age 3Y	taxon:1052289
GCA_038217025.1	CY104784	H1N1	6	human; gender F; age 3Y	taxon:1052289
GCA_038217025.1	CY104783	H1N1	7	human; gender F; age 3Y	taxon:1052289
GCA_038217025.1	CY104786	H1N1	8	human; gender F; age 3Y	taxon:1052289
GCA_038245025.1	JQ990147	H5N2	1	parrot	taxon:1178775
GCA_038245025.1	JQ990148	H5N2	2	parrot	taxon:1178775
GCA_038245025.1	JQ990149	H5N2	3	parrot	taxon:1178775
GCA_038245025.1	JQ990145	H5N2	4	parrot	taxon:1178775
GCA_038245025.1	JQ990150	H5N2	5	parrot	taxon:1178775
GCA_038245025.1	JQ990146	H5N2	6	parrot	taxon:1178775
GCA_038245025.1	JQ990151	H5N2	7	parrot	taxon:1178775
GCA_038245025.1	JQ990152	H5N2	8	parrot	taxon:1178775
GCA_038210075.1	GU053520	H2N3	1	mallard	taxon:680822
GCA_038210075.1	GU053519	H2N3	2	mallard	taxon:680822
GCA_038210075.1	GU053518	H2N3	3	mallard	taxon:680822
GCA_038210075.1	GU053513	H2N3	4	mallard	taxon:680822
GCA_038210075.1	GU053516	H2N3	5	mallard	taxon:680822
GCA_038210075.1	GU053515	H2N3	6	mallard	taxon:680822
GCA_038210075.1	GU053514	H2N3	7	mallard	taxon:680822
GCA_038210075.1	GU053517	H2N3	8	mallard	taxon:680822
GCA_038249875.1	CY023781	H9N2	1	chicken	taxon:456789
GCA_038249875.1	CY023782	H9N2	2	chicken	taxon:456789
GCA_038249875.1	CY023783	H9N2	3	chicken	taxon:456789
GCA_038249875.1	CY023784	H9N2	4	chicken	taxon:456789
GCA_038249875.1	CY023785	H9N2	5	chicken	taxon:456789
GCA_038249875.1	CY023786	H9N2	6	chicken	taxon:456789
GCA_038249875.1	CY023787	H9N2	7	chicken	taxon:456789
GCA_038249875.1	CY023788	H9N2	8	chicken	taxon:456789
GCA_038241525.1	CY020044	H3N2	1	Human	taxon:411199
GCA_038241525.1	CY020043	H3N2	2	Human	taxon:411199
GCA_038241525.1	CY020042	H3N2	3	Human	taxon:411199
GCA_038241525.1	CY020037	H3N2	4	Human	taxon:411199
GCA_038241525.1	CY020040	H3N2	5	Human	taxon:411199
GCA_038241525.1	CY020039	H3N2	6	Human	taxon:411199
GCA_038241525.1	CY020038	H3N2	7	Human	taxon:411199
GCA_038241525.1	CY020041	H3N2	8	Human	taxon:411199
GCA_038248645.1	CY023645	H9N2	1	chicken	taxon:456773
GCA_038248645.1	CY023646	H9N2	2	chicken	taxon:456773
GCA_038248645.1	CY023647	H9N2	3	chicken	taxon:456773
GCA_038248645.1	CY023648	H9N2	4	chicken	taxon:456773
GCA_038248645.1	CY023649	H9N2	5	chicken	taxon:456773
GCA_038248645.1	CY023650	H9N2	6	chicken	taxon:456773
GCA_038248645.1	CY023651	H9N2	7	chicken	taxon:456773
GCA_038248645.1	CY023652	H9N2	8	chicken	taxon:456773
GCA_038237615.1	CY004289	H6N8	1	Avian	taxon:352719
